40287fb80b315871010b329ba6520120,1.001E+11,道路汽车旅客运输是指人类用______作为运输工具，在道路上实现位移的过程。,汽车,火车,轮船,NULL,1,NULL,1单项选择题,NULL,,站乘运输服务,1,1001,1001000,ulock,1,0,1,NULL
4028ce7e54b7ec9d0154b88c24eb0001,1.001E+11,国务院交通主管部门主管全国道路运输管理工作。,对,错,NULL,NULL,1,NULL,3判断对错题,NULL,,旅客运输驾驶,1,1001,1001000,ulock,2,0,1,NULL
4028ce7e54d104190154d134b7f60001,1.001E+11,国务院交通主管部门主管全国道路运输管理工作。,对,错,NULL,NULL,1,NULL,3判断对错题,NULL,,货物运输驾驶,1,1001,1001000,ulock,3,0,1,NULL
40287fb80b315871010b329beebb0121,1.001E+11,______在综合运输客运体系中的比重越来越大,铁路客运,道路客运 ,水路客运,NULL,2,NULL,1单项选择题,NULL,,站乘运输服务,1,1001,1001000,ulock,4,0,2,NULL
4028ce7e54b7ec9d0154b8a4891e0003,1.001E+11,县级以上地方人民政府交通主管部门负责组织领导本行政区域道路运输管理工作。,对,错,NULL,NULL,1,NULL,3判断对错题,NULL,,旅客运输驾驶,1,1001,1001000,ulock,5,0,2,NULL
4028ce7e54d104190154d134d2730002,1.001E+11,县级以上地方人民政府交通主管部门负责组织领导本行政区域的道路运输管理工作。,对,错,NULL,NULL,1,NULL,3判断对错题,NULL,,货物运输驾驶,1,1001,1001000,ulock,6,0,2,NULL
40287fb80b315871010b329c33120122,1.001E+11,客运干线经营企业逐步走向______。,联营,联营联合,联合,NULL,2,NULL,1单项选择题,NULL,,站乘运输服务,1,1001,1001000,ulock,7,0,3,NULL
4028ce7e54b7ec9d0154b8a4aec70004,1.001E+11,县级以上道路运输管理机构负责具体实施道路运输管理工作。,对,错,NULL,NULL,1,NULL,3判断对错题,NULL,,旅客运输驾驶,1,1001,1001000,ulock,8,0,3,NULL
4028ce7e54d104190154d134e9470003,1.001E+11,县级以上道路运输管理机构负责具体实施道路运输管理工作。,对,错,NULL,NULL,1,NULL,3判断对错题,NULL,,货物运输驾驶,1,1001,1001000,ulock,9,0,3,NULL
40287fb80b315871010b329c98130123,1.001E+11,2004年底，全国道路客运站总数达到10074个，其中一、二级客运站2 530个，占______。等级站在客运站总数中的比重进一步提高。,15.10%,25.10%,45.10%,NULL,2,NULL,1单项选择题,NULL,,站乘运输服务,1,1001,1001000,ulock,10,0,4,NULL
4028ce7e54b7ec9d0154b8a4d75d0005,1.001E+11,从事县级行政区域内道路旅客运输经营的，由地市级道路运输管理机构负责审批。,对,错,NULL,NULL,1,NULL,3判断对错题,NULL,,旅客运输驾驶,1,1001,1001000,ulock,11,0,4,NULL
4028ce7e54d104190154d13501530004,1.001E+11,从事道路货物运输经营的，由地市级道路运输管理机构负责审批。,对,错,NULL,NULL,2,NULL,3判断对错题,NULL,,货物运输驾驶,1,1001,1001000,ulock,12,0,4,NULL
40287fb80b315871010b329cdc750124,1.001E+11,2004年底，全国已被评定为道路汽车旅客运输一级和级经营资质的企业中，车辆新度系数已平均超过______。,30%,50%,70%,NULL,3,NULL,1单项选择题,NULL,,站乘运输服务,1,1001,1001000,ulock,13,0,5,NULL
4028ce7e54b7ec9d0154b8a504590006,1.001E+11,申请从事道路旅客运输经营的，应当有与其经营业务相适应并经检测合格的客车。,对,错,NULL,NULL,1,NULL,3判断对错题,NULL,,旅客运输驾驶,1,1001,1001000,ulock,14,0,5,NULL
4028ce7e54d104190154d1351b920005,1.001E+11,申请从事道路货物运输经营的，应当有与其经营业务相适应并经检测合格的车辆。,对,错,NULL,NULL,1,NULL,3判断对错题,NULL,,货物运输驾驶,1,1001,1001000,ulock,15,0,5,NULL
40287fb80b315871010b329d1e370125,1.001E+11,到2017年，黑龙江省现代道路运输网络体系的工作目标之一是省内干线运输网经营主体集约化、规模化、专业化程度达到______以上。,30%,60%,90%,NULL,3,NULL,1单项选择题,NULL,,站乘运输服务,1,1001,1001000,ulock,16,0,6,NULL
